1 1:-32.426628 2:2 3:0  4:0.107140 5:3.766522 6:0.055499 7:2.000000
1 1:-38.713737 2:2 3:0  4:0.107858 5:3.954660 6:0.053264 7:2.000000
1 1:-48.786049 2:1 3:1  4:0.096644 5:6.466737 6:0.130778 7:2.000000
1 1:-61.866615 2:5 3:0  4:0.203418 5:3.087661 6:0.050446 7:5.000000
1 1:-27.299866 2:2 3:1  4:0.416833 5:3.354029 6:0.050657 7:7.000000
1 1:-37.152821 2:2 3:1  4:0.416833 5:3.102434 6:0.054966 7:7.000000
1 1:-46.893097 2:4 3:0  4:0.224731 5:3.642145 6:0.052811 7:4.000000
1 1:-48.940674 2:4 3:0  4:0.224731 5:6.974059 6:0.135180 7:4.000000
1 1:-49.229500 2:4 3:0  4:0.224731 5:3.292400 6:0.050544 7:4.000000
1 1:-44.052887 2:4 3:0  4:0.224731 5:7.183375 6:0.132918 7:4.000000
1 1:-51.993500 2:3 3:0  4:0.142177 5:8.382030 6:0.137034 7:3.000000
1 1:-35.745815 2:3 3:0  4:0.142177 5:3.033861 6:0.048333 7:3.000000
1 1:-56.853378 2:1 3:0  4:0.068111 5:7.078354 6:0.137107 7:1.000000
1 1:-18.601482 2:3 3:0  4:0.142177 5:3.155718 6:0.055714 7:3.000000
1 1:-39.042259 2:3 3:0  4:0.239871 5:7.094186 6:0.133202 7:3.000000
1 1:-56.528770 2:3 3:0  4:0.239871 5:2.904047 6:0.052989 7:3.000000
1 1:-40.879517 2:2 3:0  4:0.058049 5:2.933154 6:0.049780 7:2.000000
1 1:-54.713127 2:2 3:0  4:0.058049 5:2.939516 6:0.046691 7:2.000000
1 1:-61.775734 2:4 3:0  4:0.224036 5:7.160630 6:0.140105 7:4.000000
1 1:-36.923157 2:4 3:0  4:0.224036 5:3.303975 6:0.053621 7:4.000000
1 1:-71.854416 2:3 3:0  4:0.256045 5:3.221862 6:0.098859 7:3.000000
1 1:-58.671890 2:4 3:0  4:0.224036 5:2.698479 6:0.049932 7:4.000000
1 1:-41.742111 2:3 3:0  4:0.256045 5:8.036933 6:0.139246 7:3.000000
1 1:-62.276489 2:4 3:0  4:0.224036 5:7.632027 6:0.141418 7:4.000000
1 1:-69.123726 2:3 3:0  4:0.256045 5:6.585297 6:0.200469 7:3.000000
1 1:-31.578011 2:5 3:0  4:0.297519 5:2.653357 6:0.049193 7:5.000000
1 1:-63.883446 2:6 3:0  4:0.272193 5:3.768334 6:0.054970 7:6.000000
1 1:-46.425171 2:6 3:0  4:0.272193 5:2.791714 6:0.049932 7:6.000000
1 1:-47.869942 2:5 3:0  4:0.297519 5:6.911957 6:0.138852 7:5.000000
1 1:-57.865868 2:5 3:0  4:0.297519 5:3.218615 6:0.055557 7:5.000000
1 1:-55.452843 2:5 3:0  4:0.297519 5:7.038684 6:0.141600 7:5.000000
1 1:-54.161270 2:5 3:0  4:0.297519 5:6.781591 6:0.134480 7:5.000000
1 1:-70.163239 2:6 3:0  4:0.272193 5:3.350428 6:0.103353 7:6.000000
1 1:-75.866570 2:6 3:0  4:0.272193 5:3.125856 6:0.133975 7:6.000000
1 1:-39.811840 2:6 3:0  4:0.272193 5:2.400891 6:0.050594 7:6.000000
1 1:-61.175194 2:6 3:0  4:0.272193 5:2.765682 6:0.040797 7:6.000000
1 1:-65.316933 2:3 3:2  4:0.518868 5:3.086062 6:0.057911 7:9.000000
1 1:-35.299870 2:3 3:2  4:0.517655 5:7.098085 6:0.138066 7:9.000000
1 1:-61.704895 2:1 3:1  4:0.211748 5:6.986723 6:0.140224 7:4.000000
1 1:-61.166031 2:3 3:2  4:0.517655 5:8.176934 6:0.138368 7:9.000000
1 1:-65.743584 2:3 3:2  4:0.518868 5:3.288235 6:0.065230 7:9.000000
1 1:-64.123413 2:3 3:2  4:0.517655 5:2.805750 6:0.057469 7:9.000000
1 1:-65.863190 2:3 3:2  4:0.518868 5:7.698073 6:0.165965 7:9.000000
1 1:-42.195534 2:3 3:0  4:0.151669 5:2.778970 6:0.052456 7:3.000000
1 1:-57.696564 2:3 3:0  4:0.151669 5:3.116782 6:0.047316 7:3.000000
1 1:-27.557514 2:3 3:0  4:0.151669 5:8.193408 6:0.144729 7:3.000000
1 1:-50.054802 2:4 3:0  4:0.351132 5:3.500541 6:0.050903 7:4.000000
1 1:-74.455933 2:4 3:0  4:0.351132 5:7.162899 6:0.344439 7:4.000000
1 1:-64.808968 2:4 3:0  4:0.351132 5:3.250143 6:0.054410 7:4.000000
1 1:-41.403893 2:3 3:1  4:0.203611 5:3.232346 6:0.052811 7:3.000000
1 1:-60.390671 2:4 3:0  4:0.351132 5:7.420871 6:0.134025 7:4.000000
1 1:-30.765686 2:5 3:0  4:0.291903 5:7.163859 6:0.135232 7:5.000000
1 1:-61.404045 2:5 3:0  4:0.291903 5:3.254367 6:0.049027 7:5.000000
1 1:-60.318420 2:5 3:0  4:0.291903 5:6.134934 6:0.137795 7:5.000000
1 1:-65.934502 2:5 3:0  4:0.231798 5:7.110294 6:0.160402 7:5.000000
1 1:-33.309593 2:5 3:0  4:0.291903 5:7.048973 6:0.137096 7:5.000000
1 1:-29.378021 2:5 3:0  4:0.251925 5:3.219504 6:0.053229 7:5.000000
1 1:-37.840996 2:5 3:0  4:0.231798 5:3.602084 6:0.052377 7:5.000000
1 1:-42.097298 2:5 3:0  4:0.251925 5:7.853544 6:0.143719 7:5.000000
1 1:-33.594479 2:5 3:0  4:0.251925 5:2.884768 6:0.053780 7:5.000000
1 1:-51.572601 2:5 3:0  4:0.251925 5:7.067968 6:0.136696 7:5.000000
1 1:-59.232697 2:5 3:0  4:0.231798 5:3.221729 6:0.057010 7:5.000000
1 1:-46.132881 2:5 3:0  4:0.291903 5:3.028643 6:0.053743 7:5.000000
1 1:-48.163071 2:5 3:0  4:0.231798 5:3.499575 6:0.055212 7:5.000000
1 1:-42.947971 2:5 3:0  4:0.251925 5:2.815321 6:0.046817 7:5.000000
1 1:-40.548538 2:5 3:0  4:0.231798 5:3.059046 6:0.053764 7:5.000000
1 1:-48.721100 2:7 3:1  4:0.456056 5:3.726455 6:0.049916 7:9.000000
1 1:-37.612556 2:7 3:1  4:0.456056 5:2.939397 6:0.048504 7:9.000000
1 1:-62.054489 2:7 3:1  4:0.456056 5:8.200130 6:0.138167 7:9.000000
1 1:-40.960133 2:7 3:1  4:0.456056 5:5.928437 6:0.138726 7:9.000000
1 1:-69.188293 2:7 3:1  4:0.456056 5:2.741486 6:0.071846 7:9.000000
1 1:-39.014133 2:3 3:0  4:0.136714 5:8.143353 6:0.138224 7:3.000000
1 1:-50.541725 2:7 3:1  4:0.456056 5:3.213889 6:0.054332 7:9.000000
1 1:-52.953049 2:3 3:0  4:0.136714 5:2.732669 6:0.052519 7:3.000000
1 1:-54.510567 2:7 3:0  4:0.389378 5:3.815730 6:0.057335 7:7.000000
1 1:-54.221535 2:3 3:0  4:0.141930 5:7.656361 6:0.138005 7:3.000000
1 1:-32.437859 2:4 3:0  4:0.280715 5:6.846167 6:0.137341 7:4.000000
1 1:-33.490234 2:7 3:0  4:0.389378 5:6.873383 6:0.134493 7:7.000000
1 1:-30.323528 2:7 3:0  4:0.389378 5:3.425440 6:0.056167 7:7.000000
1 1:-51.578247 2:3 3:0  4:0.141930 5:2.560762 6:0.045026 7:3.000000
1 1:-41.326363 2:4 3:0  4:0.280715 5:3.775683 6:0.059488 7:4.000000
1 1:-34.373882 2:7 3:0  4:0.389378 5:2.881486 6:0.055272 7:7.000000
1 1:-41.979351 2:7 3:0  4:0.389378 5:3.931554 6:0.058271 7:7.000000
1 1:-36.890842 2:4 3:0  4:0.280715 5:7.320056 6:0.135611 7:4.000000
1 1:-51.781090 2:7 3:0  4:0.389378 5:7.233451 6:0.138952 7:7.000000
1 1:-36.250046 2:4 3:0  4:0.280715 5:7.350204 6:0.135620 7:4.000000
1 1:-57.443314 2:7 3:0  4:0.389378 5:7.115305 6:0.135214 7:7.000000
1 1:-62.081841 2:3 3:0  4:0.141930 5:3.627244 6:0.058891 7:3.000000
1 1:-37.091057 2:4 3:1  4:0.462169 5:6.797281 6:0.132397 7:7.000000
1 1:-59.777206 2:6 3:0  4:0.393524 5:2.902674 6:0.047402 7:6.000000
1 1:-26.825127 2:6 3:0  4:0.380870 5:7.355326 6:0.134771 7:6.000000
1 1:-53.515305 2:6 3:0  4:0.380870 5:6.611988 6:0.136371 7:6.000000
1 1:-30.993793 2:6 3:0  4:0.380870 5:6.937936 6:0.135257 7:6.000000
1 1:-70.861961 2:6 3:0  4:0.393524 5:6.876866 6:0.269923 7:6.000000
1 1:-32.738110 2:3 3:1  4:0.455674 5:7.691048 6:0.136224 7:7.000000
1 1:-41.204708 2:7 3:0  4:0.367577 5:3.077469 6:0.044141 7:7.000000
1 1:-41.528488 2:4 3:1  4:0.462169 5:3.391049 6:0.053557 7:7.000000
1 1:-62.176125 2:7 3:0  4:0.367577 5:7.034235 6:0.129535 7:7.000000
1 1:-62.024895 2:7 3:0  4:0.367577 5:2.715100 6:0.047257 7:7.000000
1 1:-64.711273 2:6 3:0  4:0.393524 5:6.916076 6:0.136948 7:6.000000
1 1:-71.027458 2:4 3:1  4:0.462169 5:3.488696 6:0.108271 7:7.000000
1 1:-56.550476 2:7 3:0  4:0.367577 5:3.238662 6:0.054668 7:7.000000
1 1:-39.908325 2:7 3:0  4:0.367577 5:2.906928 6:0.052456 7:7.000000
1 1:-35.908779 2:3 3:1  4:0.455674 5:3.097223 6:0.051704 7:7.000000
1 1:-40.027645 2:6 3:0  4:0.393524 5:3.054468 6:0.054057 7:6.000000
1 1:-49.497284 2:6 3:0  4:0.380870 5:2.646896 6:0.048665 7:6.000000
1 1:-50.870102 2:6 3:0  4:0.380870 5:7.849190 6:0.136950 7:6.000000
1 1:-46.152458 2:7 3:0  4:0.367577 5:7.142416 6:0.136511 7:7.000000
1 1:-38.977589 2:6 3:0  4:0.380870 5:2.813936 6:0.053868 7:6.000000
1 1:-51.573425 2:6 3:0  4:0.393524 5:3.054078 6:0.049864 7:6.000000
1 1:-44.769096 2:6 3:0  4:0.393524 5:6.658201 6:0.135691 7:6.000000
1 1:-59.538284 2:7 3:0  4:0.367577 5:7.133817 6:0.134020 7:7.000000
1 1:-24.597229 2:3 3:1  4:0.455674 5:6.861842 6:0.137584 7:7.000000
1 1:-31.905830 2:4 3:1  4:0.462169 5:7.030484 6:0.130993 7:7.000000
1 1:-37.623798 2:8 3:1  4:0.360950 5:3.505998 6:0.051434 7:8.000000
1 1:-49.324646 2:8 3:1  4:0.360950 5:3.577783 6:0.045793 7:8.000000
1 1:-47.250031 2:8 3:1  4:0.360950 5:6.216784 6:0.132653 7:8.000000
1 1:-47.771339 2:8 3:1  4:0.360950 5:3.304567 6:0.052496 7:8.000000
1 1:-63.809319 2:8 3:1  4:0.360950 5:2.725658 6:0.044849 7:8.000000
1 1:-55.523369 2:3 3:0  4:0.137506 5:3.376233 6:0.056345 7:3.000000
1 1:-56.892357 2:3 3:0  4:0.137506 5:6.473311 6:0.130489 7:3.000000
1 1:-45.780426 2:8 3:1  4:0.360950 5:3.756723 6:0.054582 7:8.000000
1 1:-61.194977 2:3 3:0  4:0.137506 5:3.729408 6:0.055300 7:3.000000
1 1:-44.689423 2:8 3:1  4:0.360950 5:3.061171 6:0.050550 7:8.000000
1 1:-63.658226 2:1 3:0  4:0.024001 5:2.382494 6:0.048002 7:1.000000
1 1:-36.569019 2:8 3:1  4:0.360950 5:7.355328 6:0.135926 7:8.000000
1 1:-40.966660 2:5 3:1  4:0.408867 5:3.222270 6:0.047986 7:8.000000
1 1:-58.535271 2:3 3:1  4:0.416278 5:7.070691 6:0.131086 7:8.000000
1 1:-62.809418 2:5 3:1  4:0.408867 5:7.438554 6:0.131502 7:8.000000
1 1:-33.084877 2:5 3:1  4:0.408867 5:3.977995 6:0.055345 7:8.000000
1 1:-51.952095 2:5 3:1  4:0.408867 5:2.579143 6:0.047998 7:8.000000
1 1:-48.770149 2:3 3:1  4:0.416278 5:3.174676 6:0.046569 7:8.000000
1 1:-49.143143 2:5 3:1  4:0.408867 5:7.487754 6:0.133051 7:8.000000
1 1:-58.270042 2:2 3:0  4:0.104186 5:2.975293 6:0.045365 7:2.000000
1 1:-43.003090 2:2 3:0  4:0.104186 5:7.093684 6:0.139257 7:2.000000
1 1:-55.097000 2:3 3:1  4:0.416278 5:3.374314 6:0.052151 7:8.000000
1 1:-64.126823 2:4 3:0  4:0.234163 5:6.877393 6:0.151126 7:4.000000
1 1:-52.010132 2:4 3:0  4:0.234163 5:7.269991 6:0.136224 7:4.000000
1 1:-41.005684 2:4 3:0  4:0.234163 5:2.926424 6:0.047787 7:4.000000
1 1:-53.500832 2:4 3:0  4:0.234163 5:3.049037 6:0.053491 7:4.000000
1 1:-55.982094 2:3 3:0  4:0.197666 5:7.707696 6:0.141627 7:3.000000
1 1:-69.515305 2:3 3:0  4:0.197666 5:2.857850 6:0.065947 7:3.000000
1 1:-63.286644 2:3 3:0  4:0.197666 5:7.105039 6:0.131747 7:3.000000
1 1:-51.185730 2:2 3:0  4:0.070870 5:3.479007 6:0.055991 7:2.000000
1 1:-55.663818 2:5 3:1  4:0.362521 5:3.274577 6:0.051006 7:6.000000
1 1:-50.774078 2:5 3:1  4:0.362521 5:2.838954 6:0.052664 7:6.000000
1 1:-34.614124 2:6 3:0  4:0.385626 5:8.062385 6:0.142947 7:6.000000
1 1:-46.525688 2:5 3:1  4:0.362521 5:3.139899 6:0.052891 7:6.000000
1 1:-65.897163 2:6 3:0  4:0.385626 5:3.162983 6:0.058002 7:6.000000
1 1:-50.310440 2:4 3:0  4:0.225221 5:7.370327 6:0.132391 7:4.000000
1 1:-40.758701 2:1 3:1  4:0.361486 5:8.117232 6:0.138363 7:6.000000
1 1:-53.423950 2:5 3:1  4:0.362521 5:7.072360 6:0.133648 7:6.000000
1 1:-64.869286 2:5 3:1  4:0.362521 5:8.392094 6:0.152727 7:6.000000
1 1:-42.165462 2:6 3:0  4:0.385626 5:6.105555 6:0.129726 7:6.000000
1 1:-35.313835 2:4 3:0  4:0.225221 5:8.100633 6:0.134842 7:4.000000
1 1:-43.541775 2:4 3:0  4:0.225221 5:3.627508 6:0.049471 7:4.000000
1 1:-51.068291 2:6 3:0  4:0.385626 5:7.510503 6:0.136543 7:6.000000
1 1:-49.465744 2:2 3:0  4:0.070870 5:3.247634 6:0.051920 7:2.000000
1 1:-42.942772 2:6 3:0  4:0.385626 5:3.030124 6:0.050891 7:6.000000
1 1:-54.304535 2:6 3:0  4:0.385626 5:6.694153 6:0.131783 7:6.000000
1 1:-42.570942 2:4 3:0  4:0.225221 5:2.899040 6:0.053952 7:4.000000
1 1:-42.322079 2:4 3:0  4:0.293901 5:6.471056 6:0.128151 7:4.000000
1 1:-61.063164 2:4 3:0  4:0.293901 5:6.838398 6:0.138663 7:4.000000
1 1:-52.698082 2:1 3:0  4:0.023429 5:3.145461 6:0.047891 7:1.000000
1 1:-29.919563 2:4 3:0  4:0.293901 5:7.045772 6:0.135107 7:4.000000
1 1:-39.367115 2:4 3:0  4:0.293901 5:8.016113 6:0.140659 7:4.000000
1 1:-74.027908 2:7 3:0  4:0.511169 5:7.500857 6:0.357323 7:7.000000
1 1:-48.923851 2:2 3:1  4:0.391892 5:7.347888 6:0.133705 7:8.000000
1 1:-62.733482 2:7 3:0  4:0.511169 5:2.939088 6:0.047635 7:7.000000
1 1:-38.715641 2:1 3:0  4:0.026452 5:3.221050 6:0.052903 7:1.000000
1 1:-56.213615 2:7 3:0  4:0.511169 5:7.088665 6:0.140606 7:7.000000
1 1:-49.359703 2:2 3:1  4:0.391892 5:2.904144 6:0.054427 7:8.000000
1 1:-56.023582 2:7 3:0  4:0.511169 5:3.485926 6:0.051006 7:7.000000
1 1:-48.222885 2:7 3:0  4:0.511169 5:2.718979 6:0.048870 7:7.000000
1 1:-38.174831 2:7 3:0  4:0.511169 5:3.591966 6:0.051125 7:7.000000
1 1:-56.412506 2:7 3:0  4:0.511169 5:7.946361 6:0.141891 7:7.000000
1 1:-37.460579 2:7 3:0  4:0.382026 5:6.803776 6:0.140317 7:7.000000
1 1:-33.318878 2:7 3:0  4:0.382026 5:6.907465 6:0.133057 7:7.000000
1 1:-59.427917 2:7 3:0  4:0.382026 5:3.461480 6:0.054809 7:7.000000
1 1:-61.269882 2:7 3:0  4:0.382026 5:2.593326 6:0.049780 7:7.000000
1 1:-36.706493 2:7 3:0  4:0.382026 5:6.929486 6:0.134125 7:7.000000
1 1:-69.487846 2:7 3:0  4:0.382026 5:3.483593 6:0.086718 7:7.000000
1 1:-60.586533 2:7 3:0  4:0.382026 5:3.195400 6:0.049605 7:7.000000
1 1:-71.088684 2:9 3:0  4:0.495142 5:3.400240 6:0.107941 7:9.000000
1 1:-27.387493 2:4 3:0  4:0.208960 5:6.807112 6:0.133985 7:4.000000
1 1:-56.427170 2:9 3:0  4:0.495142 5:8.315649 6:0.135667 7:9.000000
1 1:-49.268547 2:7 3:0  4:0.359118 5:3.018382 6:0.049975 7:7.000000
1 1:-40.704803 2:7 3:0  4:0.359118 5:7.287632 6:0.137408 7:7.000000
1 1:-64.419815 2:9 3:0  4:0.495142 5:3.156811 6:0.058755 7:9.000000
1 1:-58.695778 2:7 3:0  4:0.359118 5:3.560878 6:0.054290 7:7.000000
1 1:-48.815041 2:7 3:0  4:0.359118 5:2.900153 6:0.050891 7:7.000000
1 1:-43.584732 2:4 3:0  4:0.208960 5:6.692499 6:0.142181 7:4.000000
1 1:-67.435150 2:7 3:0  4:0.359118 5:6.463533 6:0.208882 7:7.000000
1 1:-33.204712 2:4 3:0  4:0.208960 5:2.685678 6:0.050038 7:4.000000
1 1:-26.915016 2:4 3:0  4:0.208960 5:3.481720 6:0.050988 7:4.000000
1 1:-62.290161 2:9 3:0  4:0.495142 5:3.125096 6:0.050134 7:9.000000
1 1:-54.734589 2:7 3:0  4:0.359118 5:3.590994 6:0.052573 7:7.000000
1 1:-74.003464 2:1 3:0  4:0.071473 5:3.787643 6:0.141670 7:1.000000
1 1:-35.001915 2:5 3:0  4:0.197722 5:2.925041 6:0.053491 7:5.000000
1 1:-62.783737 2:2 3:0  4:0.065787 5:3.172000 6:0.053178 7:2.000000
1 1:-50.952515 2:5 3:0  4:0.197722 5:3.104700 6:0.052877 7:5.000000
1 1:-32.096424 2:4 3:2  4:0.464616 5:7.293124 6:0.138340 7:7.000000
1 1:-38.499638 2:3 3:2  4:0.467018 5:3.185517 6:0.050945 7:7.000000
1 1:-59.351402 2:5 3:0  4:0.197722 5:3.502031 6:0.046301 7:5.000000
1 1:-48.478188 2:3 3:0  4:0.135630 5:2.692324 6:0.046945 7:3.000000
1 1:-44.101242 2:7 3:0  4:0.379351 5:7.260819 6:0.134206 7:7.000000
1 1:-64.668907 2:7 3:0  4:0.379351 5:3.201692 6:0.055616 7:7.000000
1 1:-57.607880 2:5 3:0  4:0.197722 5:3.035777 6:0.053113 7:5.000000
1 1:-64.029655 2:4 3:2  4:0.464616 5:5.632836 6:0.145527 7:7.000000
1 1:-61.545425 2:2 3:0  4:0.065787 5:3.143327 6:0.049335 7:2.000000
1 1:-48.696243 2:7 3:0  4:0.379351 5:6.890338 6:0.132882 7:7.000000
1 1:-36.225094 2:4 3:2  4:0.464616 5:7.646213 6:0.141362 7:7.000000
1 1:-42.478127 2:3 3:2  4:0.467018 5:7.681432 6:0.137000 7:7.000000
1 1:-43.812462 2:5 3:0  4:0.197722 5:6.682519 6:0.139093 7:5.000000
