-59.240746, 4, 0,  0.218115, 7.206302, 0.138761, 4.000000, 1
-57.339348, 4, 0,  0.218115, 3.320257, 0.052891, 4.000000, 1
-38.246555, 4, 0,  0.208403, 7.157858, 0.137663, 4.000000, 1
-64.754562, 4, 0,  0.208403, 2.391311, 0.049139, 4.000000, 1
-53.807831, 4, 0,  0.208403, 2.661319, 0.053248, 4.000000, 1
-39.434132, 4, 0,  0.218115, 7.748272, 0.140120, 4.000000, 1
-47.052345, 4, 0,  0.208403, 7.802882, 0.132233, 4.000000, 1
-47.100487, 4, 0,  0.218115, 3.254762, 0.054057, 4.000000, 1
-46.999725, 4, 1,  0.311667, 7.134152, 0.140153, 6.000000, 1
-41.422798, 2, 1,  0.316203, 7.214736, 0.135573, 6.000000, 1
-56.559654, 4, 1,  0.311667, 3.245346, 0.056284, 6.000000, 1
-63.397949, 4, 1,  0.311667, 6.062676, 0.128511, 6.000000, 1
-39.623688, 2, 1,  0.316203, 2.766150, 0.045923, 6.000000, 1
-50.663559, 4, 1,  0.311667, 2.592300, 0.049807, 6.000000, 1
-62.473099, 3, 0,  0.182053, 7.110300, 0.135352, 3.000000, 1
-57.160606, 6, 0,  0.255826, 3.418210, 0.049721, 6.000000, 1
-57.923721, 6, 0,  0.255826, 3.088210, 0.054201, 6.000000, 1
-38.004276, 6, 0,  0.255826, 6.655543, 0.138642, 6.000000, 1
-55.769623, 2, 0,  0.112400, 7.389225, 0.139162, 2.000000, 1
-57.387383, 6, 0,  0.255826, 3.439267, 0.049679, 6.000000, 1
-42.811020, 6, 0,  0.255826, 3.039738, 0.050134, 6.000000, 1
-49.818893, 3, 0,  0.182053, 7.313990, 0.131759, 3.000000, 1
-28.936062, 3, 0,  0.182053, 3.095500, 0.047986, 3.000000, 1
-31.130352, 2, 0,  0.112400, 3.542915, 0.053113, 2.000000, 1
-45.319405, 6, 0,  0.255826, 3.694019, 0.056455, 6.000000, 1
-60.014153, 7, 0,  0.418654, 3.062433, 0.048902, 7.000000, 1
-62.983139, 7, 0,  0.372090, 2.782726, 0.047824, 7.000000, 1
-65.980644, 7, 0,  0.418654, 2.738541, 0.056433, 7.000000, 1
-38.259819, 7, 0,  0.372090, 7.006592, 0.134443, 7.000000, 1
-54.849365, 7, 0,  0.372090, 3.382403, 0.051920, 7.000000, 1
-45.607925, 7, 0,  0.407113, 3.022544, 0.052357, 7.000000, 1
-51.751045, 7, 0,  0.407113, 6.852650, 0.134260, 7.000000, 1
-44.664482, 7, 0,  0.407113, 2.688879, 0.050446, 7.000000, 1
-71.783867, 7, 0,  0.418654, 2.801363, 0.097682, 7.000000, 1
-47.429100, 7, 0,  0.372090, 2.916100, 0.046002, 7.000000, 1
-51.515961, 7, 0,  0.407113, 6.071788, 0.130767, 7.000000, 1
-66.207115, 7, 0,  0.418654, 2.839937, 0.071557, 7.000000, 1
-37.048679, 7, 0,  0.372090, 7.094254, 0.139557, 7.000000, 1
-36.795361, 7, 0,  0.418654, 7.568583, 0.138398, 7.000000, 1
-58.216896, 7, 0,  0.407113, 7.567686, 0.130147, 7.000000, 1
-54.655365, 7, 0,  0.407113, 3.385567, 0.053469, 7.000000, 1
-43.570229, 7, 0,  0.372090, 7.025571, 0.136854, 7.000000, 1
-54.355125, 7, 0,  0.418654, 3.077343, 0.048277, 7.000000, 1
-69.185791, 7, 0,  0.418654, 8.114043, 0.201830, 7.000000, 1
-39.360065, 1, 0,  0.068183, 6.686337, 0.137241, 1.000000, 1
-35.417381, 7, 0,  0.372090, 3.612619, 0.057532, 7.000000, 1
-32.582920, 7, 0,  0.407113, 7.307969, 0.135109, 7.000000, 1
-45.812737, 5, 0,  0.368650, 7.018074, 0.136515, 5.000000, 1
-63.276352, 6, 0,  0.485227, 7.403901, 0.140105, 6.000000, 1
